Barrio,Tipo de Inmueble,Estado,Antigüedad,Área Construida (m2),Área Privada (m2),Estrato,Baños,Habitaciones,Parqueaderos,Piso N°,Barrio_clean,Barrio_group,Piso_cat
Belén San Bernardo,Apartamento,Usado,1 a 8 años,80.0,80.0,3.0,3,4,1,4,BELEN SAN BERNARDO,BELEN SAN BERNARDO,3+
Las palmas,Apartamento,Usado,menor a 1 año,229.0,229.0,6.0,4,3,2,1,LAS PALMAS,LAS PALMAS,missing
El Poblado,Casa,Buen estado,1 a 8 años,280.0,280.0,6.0,4,4,2,1,EL POBLADO,EL POBLADO,1
El Poblado,Apartamento,Usado,1 a 8 años,250.0,250.0,6.0,5,4,2,15,EL POBLADO,EL POBLADO,3+
Laureles Nogal,Apartamento,Usado,1 a 8 años,85.0,85.0,5.0,2,3,1,2,LAURELES NOGAL,LAURELES NOGAL,2
Boston,Casa,Excelente estado,16 a 30 años,170.0,170.0,4.0,3,5,0,2,BOSTON,BOSTON,2
El Poblado,Apartamento,Usado,9 a 15 años,90.0,90.0,6.0,2,3,1,4,EL POBLADO,EL POBLADO,missing
San Pablo Guayabal,Casa,Usado,16 a 30 años,90.0,90.0,4.0,2,3,0,1,SAN PABLO GUAYABAL,OTROS,1
Los colores,Apartamento,Usado,más de 30 años,75.0,75.0,4.0,2,2,0,2,LOS COLORES,LOS COLORES,missing
Robledo,Apartamento,Usado,más de 30 años,104.0,104.0,4.0,3,3,0,3,ROBLEDO,ROBLEDO,3+
Calasanz,Apartamento,Usado,1 a 8 años,70.0,70.0,4.0,3,3,1,3,CALASANZ,CALASANZ,3+
Altos del poblado,Apartamento,Usado,1 a 8 años,100.0,100.0,6.0,3,2,2,10,ALTOS DEL POBLADO,ALTOS DEL POBLADO,missing
Astorga,Casa,Usado,9 a 15 años,450.0,720.0,6.0,7,10,0,1,ASTORGA,ASTORGA,missing
El Poblado,Apartamento,Usado,1 a 8 años,91.0,91.0,6.0,2,2,2,3,EL POBLADO,EL POBLADO,3+
Laureles,Casa,Usado,más de 30 años,350.0,350.0,5.0,3,4,1,1,LAURELES,LAURELES,1
Laureles,Casa,Usado,1 a 8 años,200.0,200.0,5.0,4,4,0,2,LAURELES,LAURELES,2
Calasanz,Apartamento,Usado,1 a 8 años,80.0,80.0,4.0,2,2,1,2,CALASANZ,CALASANZ,missing
El Diamante 2,Casa,Usado,9 a 15 años,200.0,200.0,6.0,6,4,1,1,EL DIAMANTE 2,OTROS,missing
El Poblado,Apartamento,Buen estado,1 a 8 años,121.0,121.0,6.0,3,3,2,18,EL POBLADO,EL POBLADO,3+
Belén,Apartamento,Usado,1 a 8 años,60.0,60.0,3.0,2,2,0,6,BELEN,BELEN,missing
Castropol,Apartamento,Usado,1 a 8 años,80.0,80.0,6.0,2,3,1,6,CASTROPOL,CASTROPOL,missing
Laureles,Apartamento,Usado,16 a 30 años,100.0,100.0,5.0,4,4,1,4,LAURELES,LAURELES,3+
El Poblado,Apartamento,Usado,9 a 15 años,96.0,96.0,6.0,2,2,0,18,EL POBLADO,EL POBLADO,3+
Robledo,Apartamento,Usado,menor a 1 año,65.0,65.0,3.0,2,3,0,9,ROBLEDO,ROBLEDO,missing
Castropol,Apartamento,Usado,9 a 15 años,12500.0,12500.0,6.0,3,3,2,3,CASTROPOL,CASTROPOL,missing
Prado,Casa,Usado,1 a 8 años,465.0,465.0,4.0,20,20,0,1,PRADO,PRADO,missing
El salvador,Apartaestudio,Usado,9 a 15 años,45.0,45.0,3.0,1,1,0,3,EL SALVADOR,EL SALVADOR,3+
Colasania,Apartamento,Nuevo,16 a 30 años,70.0,70.0,3.0,2,3,1,3,COLASANIA,COLASANIA,missing
Boston,Casa,Nuevo,menor a 1 año,107.0,107.0,3.0,2,5,0,1,BOSTON,BOSTON,missing
Laureles,Apartamento,Excelente estado,más de 30 años,164.0,164.0,6.0,2,4,0,4,LAURELES,LAURELES,missing
El Poblado,Apartamento,Usado,16 a 30 años,120.0,120.0,6.0,4,3,1,12,EL POBLADO,EL POBLADO,3+
El Poblado,Apartamento,Usado,9 a 15 años,75.0,75.0,6.0,2,2,1,8,EL POBLADO,EL POBLADO,3+
La pilarica,Apartamento,Usado,más de 30 años,75.0,75.0,3.0,2,3,1,1,LA PILARICA,LA PILARICA,1
Loma de los bernal,Apartamento,Usado,1 a 8 años,55.0,55.0,5.0,2,3,1,4,LOMA DE LOS BERNAL,LOMA DE LOS BERNAL,3+
El Poblado,Apartamento,Usado,16 a 30 años,87.0,87.0,6.0,2,3,1,6,EL POBLADO,EL POBLADO,3+
El Poblado,Casa,Usado,más de 30 años,510.0,510.0,6.0,5,6,3,1,EL POBLADO,EL POBLADO,1
La america,Casa,Usado,menor a 1 año,150.0,150.0,4.0,5,5,0,1,LA AMERICA,LA AMERICA,missing
La pilarica,Apartamento,Usado,1 a 8 años,45.0,45.0,4.0,2,3,0,4,LA PILARICA,LA PILARICA,3+
El Poblado,Apartamento,Usado,16 a 30 años,84.0,84.0,5.0,2,3,2,5,EL POBLADO,EL POBLADO,3+
Perpetuo socorro,Apartamento,Usado,1 a 8 años,35.0,35.0,6.0,1,1,0,3,PERPETUO SOCORRO,PERPETUO SOCORRO,missing
Centro,Apartamento,Usado,16 a 30 años,100.0,100.0,4.0,3,4,0,18,CENTRO,CENTRO,3+
La america,Apartaestudio,Usado,16 a 30 años,70.0,70.0,5.0,2,3,1,16,LA AMERICA,LA AMERICA,3+
Santa teresita,Casa,Usado,16 a 30 años,440.0,440.0,5.0,7,9,3,1,SANTA TERESITA,OTROS,1
Belen La Palma,Casa,Usado,1 a 8 años,350.0,350.0,5.0,7,6,1,1,BELEN LA PALMA,BELEN LA PALMA,1
Belén,Apartamento,Usado,menor a 1 año,70.0,70.0,4.0,2,3,0,3,BELEN,BELEN,missing
Robledo,Apartamento,Usado,1 a 8 años,42.0,42.0,4.0,2,2,0,2,ROBLEDO,ROBLEDO,2
Las palmas,Apartamento,Usado,1 a 8 años,64.0,64.0,6.0,2,2,1,7,LAS PALMAS,LAS PALMAS,missing
Robledo,Apartamento,Usado,más de 30 años,50.0,50.0,2.0,1,3,0,1,ROBLEDO,ROBLEDO,1
Viviendas del Sur,Apartamento,Usado,más de 30 años,55.0,55.0,4.0,2,2,0,4,VIVIENDAS DEL SUR,VIVIENDAS DEL SUR,3+
Prado,Apartamento,Usado,16 a 30 años,72.0,72.0,3.0,1,2,0,2,PRADO,PRADO,2
El tesoro,Apartaestudio,Usado,1 a 8 años,78.0,78.0,6.0,2,1,1,5,EL TESORO,EL TESORO,missing
Calasanz,Apartamento,Usado,1 a 8 años,88.0,88.0,4.0,2,3,11,9,CALASANZ,CALASANZ,missing
Los angeles ,Casa,Nuevo,menor a 1 año,80.0,80.0,3.0,2,3,0,1,LOS ANGELES,OTROS,missing
El velodromo,Apartaestudio,Usado,16 a 30 años,20.0,20.0,4.0,1,1,0,2,EL VELODROMO,EL VELODROMO,2
Loma del Indio,Apartamento,Usado,menor a 1 año,68.0,68.0,5.0,2,2,1,12,LOMA DEL INDIO,LOMA DEL INDIO,missing
Laureles,Apartamento,Usado,menor a 1 año,45.0,45.0,5.0,1,2,0,4,LAURELES,LAURELES,missing
Laureles,Apartaestudio,Usado,1 a 8 años,40.0,40.0,6.0,1,1,0,2,LAURELES,LAURELES,missing
El Poblado,Apartamento,Buen estado,más de 30 años,267.0,267.0,6.0,4,4,3,10,EL POBLADO,EL POBLADO,3+
Centro,Apartamento,Nuevo,16 a 30 años,60.0,60.0,4.0,1,2,0,8,CENTRO,CENTRO,3+
Campo amor,Apartamento,Usado,1 a 8 años,8000.0,8000.0,4.0,2,3,0,4,CAMPO AMOR,CAMPO AMOR,missing
Manrique Central,Apartamento,Usado,1 a 8 años,6000.0,6000.0,3.0,1,2,0,6,MANRIQUE CENTRAL,MANRIQUE CENTRAL,missing
El Poblado,Apartamento,Usado,16 a 30 años,60.0,60.0,5.0,2,2,1,6,EL POBLADO,EL POBLADO,missing
Altos del poblado,Apartamento,Usado,1 a 8 años,76.0,76.0,4.0,2,3,1,4,ALTOS DEL POBLADO,ALTOS DEL POBLADO,missing
El Poblado,Apartamento,Usado,1 a 8 años,72.0,72.0,6.0,2,2,0,14,EL POBLADO,EL POBLADO,3+
Ciudad del Río,Apartamento,Usado,1 a 8 años,84.0,84.0,6.0,2,1,1,5,CIUDAD DEL RIO,CIUDAD DEL RIO,missing
La candelaria ,Casa,Usado,1 a 8 años,370.0,370.0,6.0,3,3,2,1,LA CANDELARIA,LA CANDELARIA,missing
Comuna 1,Apartamento,Usado,16 a 30 años,112.0,112.0,6.0,4,3,0,5,COMUNA 1,OTROS,3+
El Poblado,Apartamento,Usado,9 a 15 años,267.0,267.0,6.0,4,3,2,3,EL POBLADO,EL POBLADO,missing
El rodeo,Casa,Usado,menor a 1 año,126.0,126.0,5.0,3,3,1,1,EL RODEO,OTROS,missing
Calasanz,Apartamento,Usado,9 a 15 años,56.0,56.0,3.0,2,3,0,9,CALASANZ,CALASANZ,3+
Simon bolivar,Apartamento,Buen estado,16 a 30 años,70.0,70.0,5.0,1,2,1,2,SIMON BOLIVAR,SIMON BOLIVAR,2
Bombona no1,Apartaestudio,Usado,menor a 1 año,48.0,48.0,3.0,1,1,0,3,BOMBONA NO1,BOMBONA NO1,3+
El Poblado,Apartamento,Usado,1 a 8 años,96.0,96.0,6.0,3,2,2,9,EL POBLADO,EL POBLADO,missing
Guayaquil,Casa,Buen estado,más de 30 años,120.0,120.0,5.0,3,3,0,1,GUAYAQUIL,GUAYAQUIL,missing
Centro,Casa,Usado,16 a 30 años,8000.0,8000.0,3.0,1,3,0,1,CENTRO,CENTRO,missing
Los Balsos,Apartamento,Usado,1 a 8 años,192.0,192.0,6.0,4,3,2,18,LOS BALSOS,LOS BALSOS,3+
San javier,Casa,Usado,16 a 30 años,250.0,250.0,3.0,4,4,0,1,SAN JAVIER,SAN JAVIER,1
Laureles,Apartaestudio,Usado,16 a 30 años,42.0,42.0,5.0,1,1,1,4,LAURELES,LAURELES,3+
Buenos aires,Apartaestudio,Usado,9 a 15 años,37.0,37.0,3.0,1,1,0,2,BUENOS AIRES,BUENOS AIRES,2
Calasanz parte alta,Apartamento,Usado,1 a 8 años,90.0,90.0,4.0,2,2,1,8,CALASANZ PARTE ALTA,CALASANZ PARTE ALTA,missing
El Poblado,Casa,Buen estado,16 a 30 años,267.0,267.0,6.0,5,4,3,1,EL POBLADO,EL POBLADO,1
El Poblado,Apartamento,Usado,16 a 30 años,137.0,137.0,6.0,3,2,2,4,EL POBLADO,EL POBLADO,3+
El Poblado,Apartamento,Usado,9 a 15 años,65.0,65.0,6.0,2,1,2,11,EL POBLADO,EL POBLADO,missing
El Poblado,Apartamento,Usado,9 a 15 años,58.0,58.0,4.0,2,3,1,10,EL POBLADO,EL POBLADO,missing
Buenos aires,Apartamento,Usado,más de 30 años,77.0,77.0,4.0,2,3,0,2,BUENOS AIRES,BUENOS AIRES,2
El Poblado,Apartamento,Usado,más de 30 años,70.0,70.0,4.0,2,3,0,18,EL POBLADO,EL POBLADO,3+
El Poblado,Apartamento,Usado,más de 30 años,90.0,90.0,6.0,2,3,1,4,EL POBLADO,EL POBLADO,missing
Buenos aires,Apartamento,Usado,más de 30 años,45.0,45.0,3.0,1,2,0,1,BUENOS AIRES,BUENOS AIRES,1
Laureles,Apartamento,Usado,1 a 8 años,66.0,66.0,5.0,2,2,1,13,LAURELES,LAURELES,missing
Guayabal,Apartamento,Usado,más de 30 años,62.0,62.0,4.0,2,3,0,5,GUAYABAL,GUAYABAL,3+
Buenos aires,Apartamento,Usado,1 a 8 años,60.0,60.0,2.0,1,3,0,5,BUENOS AIRES,BUENOS AIRES,missing
El Poblado,Apartamento,Usado,1 a 8 años,67.0,67.0,4.0,2,3,1,5,EL POBLADO,EL POBLADO,missing
Robledo,Apartamento,Usado,1 a 8 años,40.0,40.0,3.0,2,2,0,1,ROBLEDO,ROBLEDO,1
Belén,Apartamento,Usado,16 a 30 años,60.0,60.0,3.0,1,2,0,3,BELEN,BELEN,missing
Robledo,Apartamento,Usado,1 a 8 años,45.0,45.0,3.0,1,1,0,18,ROBLEDO,ROBLEDO,3+
La castellana,Apartamento,Usado,16 a 30 años,80.0,80.0,5.0,2,3,0,9,LA CASTELLANA,LA CASTELLANA,3+
La castellana,Casa,Usado,16 a 30 años,180.0,180.0,5.0,2,5,0,1,LA CASTELLANA,LA CASTELLANA,missing
El Poblado,Apartamento,Usado,1 a 8 años,130.0,130.0,6.0,2,3,1,5,EL POBLADO,EL POBLADO,missing
Conquistadores,Apartamento,Usado,9 a 15 años,120.0,120.0,5.0,4,3,2,6,CONQUISTADORES,CONQUISTADORES,missing
Laureles,Apartamento,Usado,16 a 30 años,420.0,420.0,6.0,8,9,0,1,LAURELES,LAURELES,missing
San diego,Apartamento,Usado,1 a 8 años,102.4,102.4,6.0,2,3,1,5,SAN DIEGO,SAN DIEGO,missing
Buenos aires,Apartaestudio,Usado,más de 30 años,30.0,30.0,3.0,1,1,0,1,BUENOS AIRES,BUENOS AIRES,1
Pajarito,Apartamento,Usado,1 a 8 años,50.0,50.0,3.0,1,3,0,18,PAJARITO,PAJARITO,3+
Laureles ,Casa,Usado,1 a 8 años,95.0,95.0,3.0,2,3,1,1,LAURELES,LAURELES,missing
Calasanz,Apartaestudio,Usado,menor a 1 año,50.0,50.0,5.0,1,1,0,4,CALASANZ,CALASANZ,missing
Vía Las Palmas,Apartamento,Usado,9 a 15 años,80.0,80.0,6.0,2,2,1,12,VIA LAS PALMAS,VIA LAS PALMAS,3+
San miguel,Casa,Buen estado,16 a 30 años,128.6,128.6,4.0,3,4,0,1,SAN MIGUEL,OTROS,1
Caicedo,Apartamento,Usado,9 a 15 años,100.0,100.0,3.0,2,3,0,7,CAICEDO,OTROS,missing
El Poblado,Apartamento,Usado,16 a 30 años,90.0,90.0,5.0,2,3,2,10,EL POBLADO,EL POBLADO,3+
El Poblado,Apartamento,Usado,1 a 8 años,91.0,91.0,6.0,3,2,2,4,EL POBLADO,EL POBLADO,missing
Prado ,Casa,Nuevo,menor a 1 año,110.0,110.0,4.0,1,4,0,1,PRADO,PRADO,missing
Robledo,Apartamento,Usado,más de 30 años,60.0,60.0,3.0,1,2,0,2,ROBLEDO,ROBLEDO,2
Laureles,Apartamento,Buen estado,9 a 15 años,73.0,73.0,5.0,2,2,0,5,LAURELES,LAURELES,3+
Laureles,Casa,Usado,1 a 8 años,184.0,184.0,5.0,2,4,1,1,LAURELES,LAURELES,1
El Diamante,Apartamento,Usado,16 a 30 años,50.0,50.0,3.0,1,2,0,15,EL DIAMANTE,OTROS,3+
Buenos aires,Apartamento,Usado,más de 30 años,34.0,34.0,3.0,1,2,0,1,BUENOS AIRES,BUENOS AIRES,missing
El Poblado,Apartaestudio,Usado,más de 30 años,80.0,80.0,4.0,3,3,0,1,EL POBLADO,EL POBLADO,1
La mota,Apartamento,Usado,16 a 30 años,96.0,96.0,4.0,3,4,1,2,LA MOTA,LA MOTA,2
La castellana,Apartamento,Usado,16 a 30 años,75.0,75.0,5.0,2,3,1,7,LA CASTELLANA,LA CASTELLANA,missing
Buenos aires,Apartamento,Usado,16 a 30 años,45.0,45.0,2.0,1,1,0,4,BUENOS AIRES,BUENOS AIRES,3+
Loma del Indio,Apartamento,Usado,16 a 30 años,85.0,85.0,4.0,3,3,1,1,LOMA DEL INDIO,LOMA DEL INDIO,1
El Poblado,Apartamento,Buen estado,16 a 30 años,130.0,130.0,6.0,3,3,1,6,EL POBLADO,EL POBLADO,3+
Laureles,Apartamento,Usado,1 a 8 años,62.0,62.0,4.0,2,2,1,5,LAURELES,LAURELES,missing
Laureles,Apartaestudio,Usado,menor a 1 año,60.0,60.0,5.0,1,1,0,6,LAURELES,LAURELES,missing
Granizal,Apartamento,Excelente estado,1 a 8 años,15000.0,15000.0,6.0,3,2,2,18,GRANIZAL,GRANIZAL,3+
Manrique,Apartamento,Usado,1 a 8 años,28.0,28.0,3.0,1,1,0,2,MANRIQUE,MANRIQUE,2
La floresta,Apartaestudio,Usado,menor a 1 año,35.0,35.0,4.0,1,1,0,3,LA FLORESTA,LA FLORESTA,missing
Bombona no1,Apartamento,Usado,1 a 8 años,50.0,50.0,3.0,3,2,0,3,BOMBONA NO1,BOMBONA NO1,missing
Loma De San Julian,Apartamento,Usado,16 a 30 años,65.0,65.0,5.0,2,3,1,10,LOMA DE SAN JULIAN,LOMA DE SAN JULIAN,3+
San joaquin,Apartamento,Usado,16 a 30 años,90.0,90.0,4.0,2,2,0,8,SAN JOAQUIN,SAN JOAQUIN,missing
El Poblado,Apartamento,Usado,9 a 15 años,110.0,110.0,5.0,2,3,1,24,EL POBLADO,EL POBLADO,missing
San diego,Apartamento,Usado,9 a 15 años,70.0,70.0,6.0,1,2,0,2,SAN DIEGO,SAN DIEGO,2
Laureles,Apartamento,Usado,9 a 15 años,89.0,89.0,5.0,2,3,1,2,LAURELES,LAURELES,missing
Laureles,Apartamento,Usado,9 a 15 años,49.0,52.0,4.0,1,1,1,10,LAURELES,LAURELES,3+
Calasanz,Apartamento,Usado,9 a 15 años,80.0,80.0,4.0,2,2,1,2,CALASANZ,CALASANZ,missing
Prado,Apartamento,Usado,16 a 30 años,62.0,62.0,4.0,2,3,0,11,PRADO,PRADO,missing
Laureles,Apartamento,Usado,16 a 30 años,95.0,95.0,5.0,4,3,1,4,LAURELES,LAURELES,3+
Trinidad,Apartamento,Usado,más de 30 años,100.0,100.0,3.0,2,3,0,7,TRINIDAD,TRINIDAD,missing
Belén Miravalle,Apartamento,Usado,1 a 8 años,80.0,80.0,4.0,2,2,1,10,BELEN MIRAVALLE,BELEN MIRAVALLE,3+
Estadio,Apartamento,Usado,1 a 8 años,60.0,60.0,4.0,2,3,0,3,ESTADIO,ESTADIO,3+
Llano Grande,Casa,Usado,16 a 30 años,350.0,350.0,4.0,5,4,2,1,LLANO GRANDE,OTROS,1
Loma del Indio,Apartamento,Usado,1 a 8 años,73.0,73.0,4.0,2,2,1,4,LOMA DEL INDIO,LOMA DEL INDIO,3+
Florida nueva,Casa,Usado,16 a 30 años,240.0,240.0,5.0,3,6,0,1,FLORIDA NUEVA,FLORIDA NUEVA,missing
Belen La Palma,Apartamento,Usado,1 a 8 años,79.0,79.0,4.0,2,2,1,2,BELEN LA PALMA,BELEN LA PALMA,2
Laureles,Casa,Usado,16 a 30 años,270.0,270.0,5.0,4,4,1,1,LAURELES,LAURELES,missing
Belén San Bernardo,Apartamento,Usado,16 a 30 años,113.0,113.0,3.0,1,2,0,2,BELEN SAN BERNARDO,BELEN SAN BERNARDO,2
Calasanz,Apartaestudio,Usado,9 a 15 años,40.0,40.0,3.0,1,1,0,8,CALASANZ,CALASANZ,3+
Boston,Apartamento,Usado,16 a 30 años,58.0,58.0,4.0,2,2,0,18,BOSTON,BOSTON,3+
Laureles,Apartamento,Usado,16 a 30 años,31.0,31.0,4.0,1,1,1,1,LAURELES,LAURELES,missing
Villa hermosa,Apartaestudio,Usado,más de 30 años,37.0,37.0,3.0,1,1,0,14,VILLA HERMOSA,VILLA HERMOSA,3+
Boston,Apartaestudio,Usado,1 a 8 años,38.0,38.0,3.0,1,1,0,2,BOSTON,BOSTON,missing
El Poblado,Apartamento,Usado,9 a 15 años,75.0,75.0,6.0,2,2,0,10,EL POBLADO,EL POBLADO,3+
El Poblado,Apartamento,Buen estado,menor a 1 año,87.0,87.0,6.0,3,2,2,16,EL POBLADO,EL POBLADO,3+
La candelaria ,Apartamento,Usado,16 a 30 años,143.0,143.0,5.0,3,4,1,4,LA CANDELARIA,LA CANDELARIA,3+
Belén,Casa,Usado,1 a 8 años,90.0,90.0,4.0,3,3,1,1,BELEN,BELEN,missing
Las palmas,Apartamento,Usado,1 a 8 años,79.0,79.0,6.0,2,2,1,3,LAS PALMAS,LAS PALMAS,3+
Belén,Casa,Usado,16 a 30 años,220.0,220.0,5.0,3,4,0,2,BELEN,BELEN,2
Belén Rosales,Apartamento,Usado,1 a 8 años,35.0,35.0,5.0,1,1,0,3,BELEN ROSALES,BELEN ROSALES,missing
Laureles,Apartamento,Usado,9 a 15 años,105.0,105.0,5.0,2,3,1,7,LAURELES,LAURELES,missing
El Poblado,Apartamento,Nuevo,16 a 30 años,87.0,87.0,6.0,2,2,2,10,EL POBLADO,EL POBLADO,missing
Belen Las Playas,Apartamento,Usado,16 a 30 años,65.0,65.0,3.0,1,3,0,2,BELEN LAS PLAYAS,BELEN LAS PLAYAS,2
La aguacatala,Apartamento,Usado,9 a 15 años,75.0,77.0,5.0,2,2,1,9,LA AGUACATALA,LA AGUACATALA,missing
El salvador,Apartaestudio,Usado,16 a 30 años,40.0,40.0,3.0,1,1,0,1,EL SALVADOR,EL SALVADOR,1
Calasanz,Casa,Usado,1 a 8 años,65.0,65.0,2.0,1,2,0,1,CALASANZ,CALASANZ,1
Belén Las mercedes,Casa,Usado,16 a 30 años,95.0,95.0,3.0,1,3,0,2,BELEN LAS MERCEDES,BELEN LAS MERCEDES,2
Laureles,Casa,Usado,16 a 30 años,212.0,212.0,5.0,2,4,1,1,LAURELES,LAURELES,missing
Belen Malibu,Apartamento,Usado,1 a 8 años,50.0,50.0,5.0,1,1,0,4,BELEN MALIBU,BELEN MALIBU,missing
Calasanz,Apartamento,Usado,menor a 1 año,75.0,75.0,4.0,2,3,1,7,CALASANZ,CALASANZ,missing
Robledo,Apartaestudio,Usado,más de 30 años,40.0,40.0,2.0,1,1,0,3,ROBLEDO,ROBLEDO,3+
San diego,Apartaestudio,Usado,9 a 15 años,68.0,68.0,4.0,2,1,0,1,SAN DIEGO,SAN DIEGO,1
Suroriente,Apartaestudio,Usado,9 a 15 años,41.0,41.0,4.0,1,1,1,11,SURORIENTE,OTROS,3+
Santa Mónica,Casa,Usado,16 a 30 años,440.0,440.0,5.0,4,8,0,2,SANTA MONICA,SANTA MONICA,2
Laureles Nogal,Apartaestudio,Usado,1 a 8 años,53.0,53.0,5.0,2,1,1,5,LAURELES NOGAL,LAURELES NOGAL,missing
Las palmas,Apartamento,Usado,16 a 30 años,70.0,70.0,5.0,2,2,1,18,LAS PALMAS,LAS PALMAS,3+
Calasanz,Casa,Usado,1 a 8 años,196.0,196.0,4.0,3,5,1,1,CALASANZ,CALASANZ,1
El Poblado,Apartamento,Usado,1 a 8 años,70.0,70.0,5.0,2,2,0,10,EL POBLADO,EL POBLADO,missing
Laureles,Apartamento,Usado,1 a 8 años,120.0,120.0,4.0,3,3,1,5,LAURELES,LAURELES,3+
Las palmas,Apartamento,Usado,1 a 8 años,70.0,70.0,4.0,2,2,0,10,LAS PALMAS,LAS PALMAS,missing
El Poblado,Apartamento,Usado,más de 30 años,70.0,70.0,5.0,2,2,0,1,EL POBLADO,EL POBLADO,1
Belén Fatima,Casa,Usado,16 a 30 años,140.0,140.0,4.0,6,7,0,2,BELEN FATIMA,BELEN FATIMA,2
Laureles,Apartaestudio,Usado,menor a 1 año,20.0,20.0,3.0,1,1,0,2,LAURELES,LAURELES,missing
San diego,Apartamento,Usado,1 a 8 años,110.0,110.0,6.0,2,3,1,24,SAN DIEGO,SAN DIEGO,missing
Trinidad,Apartamento,Buen estado,más de 30 años,230.0,230.0,3.0,2,2,1,1,TRINIDAD,TRINIDAD,1
Laureles,Apartamento,Usado,1 a 8 años,85.0,85.0,5.0,2,2,1,6,LAURELES,LAURELES,missing
Castropol,Apartamento,Usado,1 a 8 años,79.0,79.0,5.0,2,3,1,5,CASTROPOL,CASTROPOL,missing
Laureles,Apartamento,Usado,16 a 30 años,147.0,147.0,5.0,4,3,1,4,LAURELES,LAURELES,3+
El Poblado,Apartamento,Usado,9 a 15 años,147.0,147.0,6.0,3,2,2,10,EL POBLADO,EL POBLADO,3+
La america,Apartaestudio,Usado,más de 30 años,45.0,45.0,4.0,1,1,1,2,LA AMERICA,LA AMERICA,2
Loma De San Julian,Apartamento,Usado,16 a 30 años,55.0,55.0,5.0,1,3,1,6,LOMA DE SAN JULIAN,LOMA DE SAN JULIAN,missing
Loma del Indio,Apartamento,Usado,16 a 30 años,56.0,56.0,5.0,1,3,1,6,LOMA DEL INDIO,LOMA DEL INDIO,missing
Castropol,Apartamento,Usado,16 a 30 años,110.0,110.0,6.0,3,2,1,8,CASTROPOL,CASTROPOL,missing
Conquistadores,Apartamento,Usado,1 a 8 años,110.0,110.0,5.0,2,3,1,2,CONQUISTADORES,CONQUISTADORES,2
Robledo,Apartamento,Usado,más de 30 años,55.0,55.0,3.0,2,3,0,18,ROBLEDO,ROBLEDO,3+
Calasanz,Apartamento,Usado,1 a 8 años,58.0,58.0,4.0,2,2,1,18,CALASANZ,CALASANZ,3+
Buenos aires,Casa,Usado,más de 30 años,190.0,190.0,6.0,4,4,0,1,BUENOS AIRES,BUENOS AIRES,missing
El Poblado,Apartamento,Usado,1 a 8 años,87.0,87.0,4.0,3,3,1,7,EL POBLADO,EL POBLADO,missing
Laureles,Apartamento,Buen estado,1 a 8 años,170.0,170.0,5.0,4,3,2,4,LAURELES,LAURELES,3+
Laureles,Casa,Usado,más de 30 años,240.0,240.0,4.0,4,5,1,1,LAURELES,LAURELES,1
Buenos aires,Apartamento,Usado,más de 30 años,6600.0,6600.0,4.0,2,3,0,15,BUENOS AIRES,BUENOS AIRES,3+
La aguacatala,Casa,Usado,16 a 30 años,400.0,400.0,6.0,6,8,7,1,LA AGUACATALA,LA AGUACATALA,missing
Simon bolivar,Apartaestudio,Usado,más de 30 años,50.0,50.0,4.0,2,1,0,5,SIMON BOLIVAR,SIMON BOLIVAR,3+
El Poblado,Apartamento,Usado,16 a 30 años,72.0,72.0,6.0,2,2,1,9,EL POBLADO,EL POBLADO,missing
Laureles,Apartamento,Nuevo,menor a 1 año,75.0,75.0,5.0,3,2,1,8,LAURELES,LAURELES,missing
El Poblado,Apartamento,Usado,16 a 30 años,86.0,86.0,5.0,2,3,1,3,EL POBLADO,EL POBLADO,missing
Laureles,Apartamento,Usado,16 a 30 años,175.0,175.0,4.0,3,3,1,2,LAURELES,LAURELES,2
Shellmar,Apartamento,Nuevo,menor a 1 año,68.0,68.0,5.0,2,3,1,5,SHELLMAR,OTROS,missing
Laureles,Apartamento,Buen estado,9 a 15 años,80.0,80.0,5.0,2,3,1,3,LAURELES,LAURELES,3+
La castellana,Apartamento,Usado,1 a 8 años,85.0,85.0,5.0,3,3,1,11,LA CASTELLANA,LA CASTELLANA,3+
El Poblado,Apartamento,Usado,16 a 30 años,7500.0,7500.0,6.0,2,2,1,1,EL POBLADO,EL POBLADO,1
La América,Apartamento,Usado,1 a 8 años,70.0,70.0,4.0,2,2,1,5,LA AMERICA,LA AMERICA,3+
El Poblado,Apartamento,Buen estado,1 a 8 años,91.0,91.0,6.0,2,3,1,18,EL POBLADO,EL POBLADO,3+
Sevilla,Apartaestudio,Usado,1 a 8 años,35.0,35.0,3.0,1,1,0,2,SEVILLA,SEVILLA,2
Buenos aires,Apartamento,Usado,1 a 8 años,35.0,35.0,3.0,1,1,0,3,BUENOS AIRES,BUENOS AIRES,missing
Buenos aires,Apartamento,Usado,9 a 15 años,70.0,70.0,3.0,2,4,0,2,BUENOS AIRES,BUENOS AIRES,missing
El Poblado,Apartamento,Usado,1 a 8 años,117.0,117.0,6.0,3,2,2,5,EL POBLADO,EL POBLADO,missing
Lorena,Apartamento,Usado,1 a 8 años,50.0,50.0,4.0,2,2,0,8,LORENA,LORENA,missing
San joaquin,Apartamento,Usado,9 a 15 años,200.0,200.0,5.0,4,4,1,8,SAN JOAQUIN,SAN JOAQUIN,3+
Belén,Apartamento,Usado,16 a 30 años,90.0,90.0,4.0,2,3,0,4,BELEN,BELEN,missing
